"ind","treatment","age","score","gender","experience","previous_exp","distance_majorcity","owns_motor","placement"
13110,0,21,73,"M",1,24,4.2670381950614,1,0
13111,1,18,74,"F",0,0,6.53826069183933,1,1
13112,1,18,78,"F",0,0,7.34096478009521,0,0
13113,0,21,77,"M",1,17,6.4978243866739,0,1
13114,0,20,74,"F",0,0,3.69068609560094,0,0
13115,0,20,70,"M",1,32,5.11510699055522,1,0
13116,1,19,79,"F",0,0,6.84747888991528,1,1
13117,1,20,75,"F",0,0,4.28652582258011,0,0
13118,0,21,74,"M",1,22,4.01717123445541,0,0
13119,0,22,76,"M",1,18,4.28000697813908,0,0
13120,1,21,76,"M",1,26,6.6104500044839,0,1
13121,0,18,73,"M",0,0,5.89889707413481,1,0
13122,1,19,83,"M",0,0,3.80292966027888,0,0
13123,0,18,76,"M",0,0,5.91646664531492,0,0
13124,0,20,76,"F",1,17,4.5989299260424,1,0
13125,1,19,78,"M",0,0,3.1463677964377,0,0
13126,1,20,83,"F",1,24,4.26765971818806,1,1
13127,1,21,79,"M",1,21,3.99734049626916,0,1
13128,1,18,81,"F",0,0,4.21290466339816,1,0
13129,1,19,79,"F",0,0,7.01703753228234,0,0
13130,0,21,78,"M",1,15,5.37744106421171,1,1
13131,0,18,70,"F",0,0,6.36088548433273,0,0
13132,0,21,80,"F",1,22,1.92290673951372,0,0
13133,0,18,86,"F",0,0,4.32884600150382,1,0
13134,0,19,73,"F",0,0,5.65537057560787,0,0
13135,1,21,79,"M",1,16,2.47212873543311,1,0
13136,1,19,83,"M",1,24,3.58510696235573,1,1
13137,0,20,78,"F",1,26,5.43678343882205,0,1
13138,1,21,78,"M",0,0,5.26306644296121,1,0
13139,0,18,81,"F",1,25,5.01885533035782,1,1
13140,1,22,78,"M",0,0,4.94621100915755,1,0
13141,0,22,69,"M",1,12,4.6538320464906,1,0
13142,1,20,73,"F",1,19,3.94213445178299,1,0
13143,1,21,78,"F",1,8,3.53939095173705,1,0
13144,0,22,67,"M",0,0,5.13863721718929,0,0
13145,1,22,76,"M",1,29,3.75455484805377,0,0
13146,1,22,75,"M",1,28,5.31442746124293,1,0
13147,0,18,84,"M",0,0,4.16609826322102,0,0
13148,1,22,72,"M",1,21,5.08455093934336,0,0
13149,0,20,81,"F",0,0,4.38569169039658,1,0
13150,0,19,76,"M",0,0,4.40450300542279,1,0
13151,1,22,63,"M",1,24,4.56326771933092,1,0
13152,1,19,85,"M",0,0,5.38120880848349,1,0
13153,1,20,80,"F",0,0,3.89771318516434,1,0
13154,0,18,78,"F",1,20,5.55506507785195,1,1
13155,0,21,79,"F",0,0,2.96421335889933,1,0
13156,1,18,74,"M",0,0,3.29175820560744,1,0
13157,1,19,77,"F",0,0,3.26526569299247,0,0
13158,0,21,76,"M",0,0,6.33809938801492,1,0
13159,1,20,79,"F",0,0,2.88622387380207,1,0
13160,0,21,77,"M",1,16,3.85808905333714,0,0
13161,0,21,86,"M",1,18,6.12766254275379,1,1
13162,1,20,80,"F",0,0,5.09379694902955,1,0
13163,1,19,78,"M",0,0,7.90408136157555,1,0
13164,1,20,80,"F",0,0,5.88060565512835,1,1
13165,1,20,77,"F",1,21,4.8440965755591,1,1
13166,1,20,71,"M",0,0,3.82193980308141,0,0
13167,1,18,82,"M",1,26,4.7000799499085,0,1
13168,0,22,81,"F",1,14,8.48302878574235,0,1
13169,1,22,80,"M",1,16,4.96722254743023,0,0
13170,0,22,67,"F",1,18,4.73010069394853,1,0
13171,1,20,73,"F",0,0,4.61671117642575,1,0
13172,1,22,77,"F",1,22,5.51342396277213,1,0
13173,0,18,68,"F",0,0,3.96795571643912,1,0
13174,1,19,74,"F",1,26,7.37436162309497,1,1
13175,1,18,83,"F",0,0,3.88169695125246,1,0
13176,1,20,77,"M",1,17,5.98419437981668,0,1
13177,1,22,81,"F",1,26,5.00880154433193,0,1
13178,1,18,75,"M",0,0,5.53415246966466,1,0
13179,0,21,86,"M",1,27,6.20479023498033,1,1
13180,1,22,69,"M",1,23,3.98054990525138,0,0
13181,0,21,72,"F",1,24,1.96033880537606,1,0
13182,1,18,79,"F",0,0,6.38974792354305,0,0
13183,1,19,80,"M",0,0,6.89258759883332,0,0
13184,1,21,71,"F",0,0,6.77144287151118,1,0
13185,1,20,74,"F",0,0,5.95481349498217,0,0
13186,0,21,77,"F",0,0,6.23583637839277,0,0
13187,1,22,79,"F",1,21,5.54052122470354,0,0
13188,0,21,80,"F",1,13,5.68527395234603,0,0
13189,0,20,75,"M",1,18,3.31763812272083,0,0
13190,0,20,77,"M",1,11,2.65517140361975,1,0
13191,0,21,64,"M",0,0,6.0855642220774,1,0
13192,1,19,78,"M",0,0,4.10684241071576,0,0
13193,1,20,82,"F",1,17,4.28102516651428,1,1
13194,1,22,81,"M",0,0,4.39683998087979,0,0
13195,0,21,67,"M",1,24,4.03857407310245,1,0
13196,0,20,83,"M",0,0,5.96057713426995,0,0
13197,1,22,80,"F",1,23,6.67480127303008,1,1
13198,1,22,88,"M",0,0,8.78771683832727,1,1
13199,0,21,71,"M",0,0,4.86981848878479,1,0
13200,1,18,74,"M",0,0,5.49485412095048,1,0
13201,1,21,77,"M",1,20,3.50122291449001,0,0
13202,1,22,83,"F",0,0,7.37068193009585,0,0
13203,0,18,76,"F",0,0,5.73543132908222,1,0
13204,1,22,66,"M",1,19,4.98881321244071,1,0
13205,0,19,65,"M",0,0,2.52734889236164,1,0
13206,1,20,85,"F",0,0,4.88092249731931,1,0
13207,1,22,70,"F",1,21,3.02763946067767,1,0
13208,1,20,74,"M",0,0,6.2845911164917,1,0
13209,0,22,72,"M",0,0,4.7238951252579,1,0
13210,0,20,72,"F",1,18,4.14555660365218,0,0
13211,0,18,77,"M",0,0,2.96235538120879,0,0
13212,0,20,82,"F",1,27,2.9833510733891,1,1
13213,1,21,78,"M",1,22,6.95456765966548,0,1
13214,1,20,64,"M",0,0,6.17684170435938,1,0
13215,0,20,81,"F",1,16,4.71528491844154,0,0
13216,1,22,76,"F",1,22,4.51029678517465,0,0
13217,0,21,80,"F",0,0,5.2424027250901,1,0
13218,1,22,78,"F",0,0,5.48065602523172,1,0
13219,0,22,74,"F",1,23,3.72175615906992,0,0
13220,0,18,84,"F",0,0,4.68651726442058,0,0
13221,0,19,72,"M",0,0,3.01374929931971,0,0
13222,0,21,83,"M",0,0,4.59789841658279,0,0
13223,1,19,65,"F",0,0,4.39335678359279,0,0
13224,1,22,79,"M",0,0,3.25039800410986,1,0
13225,1,20,78,"F",1,29,4.9993223617379,1,1
13226,1,18,73,"M",1,23,2.7324311120736,0,1
13227,0,21,70,"F",1,20,8.78196247563444,1,1
13228,0,20,81,"M",0,0,4.36005217407497,1,0
13229,1,18,81,"M",0,0,5.94051776916398,1,1
13230,1,19,78,"M",0,0,3.6015152781688,0,0
13231,0,22,79,"F",1,18,4.33259981038788,1,0
13232,1,18,87,"F",0,0,6.35586118821762,1,1
13233,0,18,78,"F",0,0,6.19300729108662,0,0
13234,1,21,75,"M",1,20,6.29404073682717,0,1
13235,1,22,80,"F",1,18,6.3285090044664,1,1
13236,0,18,73,"M",0,0,5.48562600115373,0,0
13237,1,21,76,"M",0,0,6.50895483353397,1,0
13238,1,20,69,"M",1,15,4.62966184598298,0,0
13239,1,18,75,"M",1,19,7.18983245864693,1,1
13240,0,20,66,"F",0,0,3.49844900109139,1,0
13241,1,22,71,"F",1,9,5.50378962561962,0,0
13242,1,20,72,"F",0,0,5.59038560955371,1,0
13243,0,19,73,"F",0,0,6.20337592204386,1,0
13244,0,18,80,"F",0,0,8.18303480537062,1,1
13245,1,22,82,"M",0,0,4.02903500664684,0,0
13246,0,20,77,"M",0,0,2.97128255977111,0,0
13247,1,21,72,"F",0,0,3.55542800722614,0,0
13248,0,20,84,"F",1,22,6.00000544787168,0,1
13249,1,18,73,"M",1,25,5.69659895070125,0,1
13250,1,20,77,"F",0,0,6.42977780060269,1,0
13251,1,22,77,"F",0,0,5.97257678244554,1,0
13252,0,22,90,"F",1,16,6.32978939825128,1,1
13253,1,18,80,"M",1,16,6.50825394248265,1,1
13254,0,22,67,"M",1,26,4.60325296771004,1,0
13255,1,21,76,"F",0,0,5.16623173072725,0,0
13256,0,20,76,"F",0,0,5.16936523848994,0,0
13257,1,18,87,"M",0,0,5.64210772928004,0,1
13258,0,22,71,"F",0,0,6.40693681224642,1,0
13259,0,22,81,"F",1,28,4.65604376272085,1,1
13260,1,18,80,"F",0,0,7.23740859841392,0,1
13261,1,22,83,"F",1,19,6.3563563242267,1,1
13262,1,19,73,"F",0,0,3.94965253227685,0,0
13263,0,22,76,"M",1,15,5.88200635647984,1,0
13264,1,18,80,"M",0,0,3.99642348538594,1,0
13265,1,21,82,"M",1,16,2.90107424522028,1,1
13266,1,18,81,"F",1,29,6.38424244800078,1,1
13267,0,21,79,"M",0,0,5.12427145039346,0,0
13268,0,22,80,"M",0,0,5.16644321442999,1,0
13269,1,19,72,"F",1,21,4.32828060049863,1,1
13270,1,18,73,"F",0,0,6.14251504001917,1,0
13271,1,22,73,"F",1,22,2.64692836803404,1,0
13272,1,18,79,"F",0,0,5.62288271145494,1,0
13273,0,18,79,"M",0,0,5.01221726954542,0,0
13274,1,19,77,"M",0,0,3.25729139965913,1,0
13275,1,18,75,"M",1,19,1.86065932476528,0,0
13276,0,21,69,"M",0,0,6.01203559474692,0,0
13277,0,19,83,"F",1,19,3.37814022234571,0,0
13278,1,22,82,"F",1,20,4.78871314665122,0,0
13279,0,20,73,"F",1,20,5.68096561221179,1,0
13280,1,18,76,"F",0,0,2.44426084673622,1,0
13281,1,18,79,"M",0,0,3.43332061057109,0,0
13282,0,21,79,"M",0,0,6.73622151610313,0,0
13283,0,21,86,"F",1,24,4.06497737183571,0,0
13284,0,21,82,"M",1,23,4.46982249629279,0,1
13285,1,20,73,"M",1,27,4.52577971813134,1,1
13286,0,19,80,"F",1,22,3.14007520284668,0,1
13287,1,19,81,"M",0,0,2.72214931431834,1,0
13288,1,22,85,"F",1,23,4.62546626134014,0,1
13289,0,21,77,"F",0,0,3.67784497753057,0,0
13290,1,20,70,"M",0,0,6.69792586510394,0,0
13291,0,20,67,"M",0,0,3.8890551720054,1,0
13292,0,18,77,"M",0,0,5.43827146981031,1,0
13293,0,19,80,"F",0,0,0.872162103682757,0,0
13294,0,20,67,"F",1,22,3.79101683442081,1,0
13295,0,19,73,"M",0,0,2.943142295924,0,0
13296,0,21,70,"F",0,0,0.949063953101213,0,0
13297,0,20,85,"M",0,0,5.17034825767224,0,0
13298,1,19,83,"F",1,16,7.39396872475612,0,1
13299,1,18,84,"M",0,0,6.46491241176191,0,1
13300,1,19,75,"M",0,0,6.80887184801274,1,0
13301,0,20,79,"M",1,17,5.42318853552388,1,1
13302,1,21,82,"F",0,0,5.6180682254325,1,0
13303,0,18,79,"F",0,0,4.5198012670283,0,0
13304,0,21,72,"M",1,10,3.92524132943209,0,0
13305,0,18,80,"F",0,0,5.16588623389159,1,0
13306,1,19,73,"F",1,21,3.85213026874975,1,0
13307,0,19,74,"M",0,0,5.06771679993981,1,0
13308,1,20,82,"F",0,0,5.38808879127531,1,0
13309,0,21,73,"F",1,23,5.00550035090161,0,0
13310,1,20,76,"F",0,0,3.5304591099434,0,0
13311,0,19,73,"F",0,0,6.03613271721279,1,0
13312,0,20,76,"M",0,0,6.68251527225013,0,0
13313,0,22,79,"M",0,0,4.68742271364184,1,0
13314,0,20,71,"F",0,0,4.5110711837436,1,0
13315,1,19,74,"M",0,0,4.7503917392118,1,0
13316,0,21,81,"F",1,24,2.05903529439001,0,0
13317,1,22,78,"M",0,0,6.30068515177794,1,0
13318,0,20,74,"M",0,0,5.80775000582783,1,0
13319,0,21,79,"F",1,29,5.47992131703286,0,1
13320,1,20,85,"F",0,0,5.74557135701413,0,0
13321,0,19,72,"F",1,16,4.26279879314926,1,0
13322,0,18,84,"M",0,0,4.77507634915097,1,0
13323,0,20,83,"F",1,23,5.13199989511722,1,1
13324,1,21,72,"M",0,0,3.18223179726504,1,0
13325,0,22,86,"F",1,19,6.21828175824218,1,0
13326,1,19,80,"M",0,0,5.26991151818427,0,0
13327,1,19,74,"F",0,0,1.97225793677442,0,0
13328,1,22,74,"F",1,9,5.13788645734818,1,0
13329,1,20,78,"F",1,11,4.69132829033819,1,0
13330,1,22,78,"F",0,0,6.01542605992168,0,0
13331,0,18,71,"F",0,0,4.22592242772805,1,0
13332,0,22,77,"M",0,0,7.90137732912611,0,0
13333,0,18,82,"M",0,0,2.86790072733262,0,0
13334,1,22,76,"M",0,0,4.12142457842115,0,0
13335,1,20,75,"M",1,20,6.88064059285163,0,1
13336,1,22,79,"F",0,0,4.68232875478745,0,0
13337,0,21,81,"M",1,27,6.31466213897136,1,1
13338,1,20,69,"M",0,0,5.7242345919861,1,0
13339,0,19,80,"F",0,0,5.85676065738457,1,0
13340,0,18,78,"F",0,0,6.38736017876134,1,0
13341,0,20,81,"M",1,27,6.18556212891811,1,1
13342,1,20,83,"M",1,20,3.27726245293204,1,0
13343,1,19,75,"F",0,0,4.5934956608929,0,0
13344,0,21,75,"F",1,14,6.90036566018833,0,0
13345,1,20,80,"M",1,16,7.09640770199849,1,1
13346,1,20,82,"F",0,0,3.94612595612139,0,0
13347,1,20,70,"F",0,0,5.35583583611357,0,0
13348,1,21,72,"M",0,0,2.27924658296888,1,0
13349,1,19,79,"M",0,0,5.66396945300987,0,0
13350,1,22,85,"M",1,13,4.3525002957486,1,1
13351,1,22,77,"F",0,0,7.62845520621129,0,0
13352,0,22,88,"M",0,0,6.0754023768058,0,0
13353,0,19,83,"F",0,0,1.57366133956644,0,0
13354,1,18,73,"M",0,0,6.39328083413791,1,0
13355,1,18,79,"M",0,0,3.98412055633636,0,0
13356,1,19,74,"M",0,0,4.66656361474149,1,0
13357,1,19,66,"F",0,0,5.26483679368983,1,0
13358,0,20,74,"M",1,22,4.80609238640659,0,0
13359,0,18,72,"F",0,0,4.99648599448953,1,0
13360,0,20,79,"M",1,18,5.70728871732233,0,0
13361,0,22,76,"M",1,22,5.72450643926101,0,0
13362,0,19,65,"F",0,0,3.41961539146422,1,0
13363,1,18,71,"M",0,0,2.90661318681565,0,0
13364,0,20,81,"M",0,0,4.25570944939966,0,0
13365,0,19,75,"M",0,0,6.31324950081624,0,0
13366,1,21,80,"F",0,0,4.7989496079877,0,0
13367,1,18,84,"M",0,0,6.43406843576343,1,1
13368,0,18,71,"F",0,0,5.61488329967955,0,0
13369,1,18,72,"F",0,0,7.05088618864858,1,0
13370,0,20,80,"M",1,22,6.40153332407002,1,1
13371,1,22,74,"F",1,20,5.67463900379483,1,1
13372,1,21,67,"F",1,12,2.94762774446947,1,0
13373,0,22,68,"F",1,16,4.07104064677296,1,0
13374,1,20,84,"F",0,0,3.23386040411745,0,0
13375,0,18,71,"F",0,0,4.07195379878135,1,0
13376,1,21,75,"M",1,18,5.39445242982087,1,1
13377,0,18,75,"F",0,0,3.92709861374728,1,0
13378,1,21,77,"F",0,0,3.98423333287072,0,0
13379,1,22,75,"F",0,0,3.72049315410475,1,0
13380,1,22,84,"F",1,20,3.78356210206202,0,1
13381,0,22,85,"F",1,25,2.75425895614904,1,0
13382,1,18,77,"M",0,0,4.25243506282408,1,0
13383,0,21,74,"M",0,0,0.272876047964164,0,0
13384,0,22,75,"F",1,24,5.70549780430262,1,1
13385,1,19,83,"F",0,0,5.16683066514337,0,0
13386,0,19,74,"M",1,24,3.67791953692322,0,0
13387,0,21,77,"M",0,0,5.18419904310419,1,0
13388,0,18,72,"M",0,0,2.66729575542513,0,0
13389,0,21,80,"F",0,0,7.20044057677442,0,0
13390,0,21,68,"F",1,13,7.58400868847452,1,0
13391,0,19,67,"M",0,0,5.2263769285278,1,0
13392,0,22,76,"F",0,0,8.47744301020921,1,0
13393,1,18,78,"M",0,0,5.13668277750867,0,0
13394,0,18,80,"F",0,0,5.70149283288856,0,0
13395,0,18,84,"F",0,0,2.57845596282072,0,0
13396,1,20,68,"M",0,0,5.58735174307566,0,0
13397,0,22,84,"M",0,0,1.89520082820052,0,0
13398,1,22,72,"F",0,0,7.45290549556149,1,0
13399,0,19,80,"F",0,0,4.69485301954001,0,0
13400,1,22,73,"F",0,0,7.08089702180764,0,0
13401,1,20,77,"M",0,0,6.05382809883083,1,0
13402,1,18,72,"F",0,0,4.46342671990987,1,1
13403,0,20,83,"F",0,0,3.53835858461531,0,0
13404,0,18,80,"F",1,26,6.70075408516507,1,1
13405,1,21,80,"M",1,23,5.83094990630845,0,1
13406,0,18,66,"M",1,8,2.85151681992986,1,0
13407,1,20,79,"F",0,0,5.04352678510535,1,0
13408,0,18,69,"M",0,0,4.84166222415079,1,0
13409,1,20,73,"F",0,0,5.1107762191769,0,0
13410,1,20,59,"M",1,29,5.82515648091143,1,0
13411,1,20,78,"F",0,0,3.77648152939159,1,0
13412,1,21,74,"F",1,14,4.09562356480661,0,0
13413,0,22,74,"M",1,20,5.23637381981595,1,0
13414,0,22,71,"M",1,6,4.27491302360358,0,0
13415,0,22,74,"M",1,16,5.03809984630635,1,0
13416,1,19,87,"F",0,0,4.01951290416415,0,0
13417,1,21,83,"M",1,22,6.49712693882781,0,1
13418,0,20,75,"F",0,0,4.9519173297667,1,0
13419,0,20,74,"F",1,24,7.21723142088934,1,1
13420,0,21,77,"M",1,26,1.75047091598657,1,0
13421,0,22,74,"F",0,0,4.14001655562971,1,0
13422,0,18,76,"M",0,0,6.07515362330788,0,0
13423,0,18,73,"F",1,25,5.11506115852303,0,0
13424,1,22,70,"M",1,17,6.33765172769033,1,0
13425,0,22,82,"M",1,22,5.42002224616842,0,0
13426,0,22,79,"M",0,0,5.70926040931783,1,0
13427,0,21,77,"M",0,0,4.71435431597274,1,0
13428,0,20,80,"F",1,18,4.8265365177505,1,1
13429,0,21,79,"F",0,0,6.28107568594174,0,0
13430,1,22,73,"F",1,15,5.15929424540896,0,0
13431,1,22,80,"M",0,0,4.44944403449724,1,0
13432,1,22,75,"F",1,18,7.54988766555968,0,0
13433,0,20,81,"F",1,20,6.81447725908072,1,1
13434,0,20,78,"F",0,0,2.15815571573679,0,0
13435,0,22,73,"F",0,0,5.33777634479114,1,0
13436,0,22,75,"M",0,0,4.317615262302,1,0
13437,1,18,83,"M",0,0,6.20439783392634,1,0
13438,0,22,65,"F",1,28,3.89521018002235,0,0
13439,0,21,76,"F",0,0,0.692210320407969,1,0
13440,0,21,71,"M",1,19,2.07317537103662,0,0
13441,1,18,78,"M",0,0,6.31130731192899,0,1
13442,0,20,78,"M",0,0,5.18223181005841,0,0
13443,1,19,77,"F",0,0,4.16349236949626,0,0
13444,1,22,81,"F",0,0,1.8346877335284,1,0
13445,0,18,73,"M",0,0,3.23651261238661,0,0
13446,1,21,75,"M",1,24,4.05451670268045,0,0
13447,1,18,74,"M",0,0,5.49141594526563,0,0
13448,0,21,81,"M",0,0,5.90369190918908,0,0
13449,1,22,70,"F",0,0,4.24539999390757,1,0
13450,0,20,76,"M",0,0,4.67603371176551,1,0
13451,0,19,87,"M",0,0,6.28333135426774,1,1
13452,1,22,77,"M",0,0,6.61037849845092,1,0
13453,0,22,67,"M",1,19,6.30626451111651,0,0
13454,1,22,67,"M",1,19,6.34307130341594,1,1
13455,1,21,74,"F",1,19,2.53780557663644,1,0
13456,1,20,84,"F",0,0,7.15783508003623,1,1
13457,1,21,79,"F",0,0,4.20643476163326,0,0
13458,0,22,76,"M",1,21,4.38222915219572,0,0
13459,1,20,81,"M",0,0,5.47252220324949,0,0
13460,1,19,77,"M",0,0,5.83395718198586,1,0
13461,1,21,76,"F",0,0,3.08670552075882,1,0
13462,1,19,77,"F",0,0,3.96115384705814,1,0
13463,1,18,72,"M",0,0,7.26552579293703,0,0
13464,0,22,73,"F",0,0,5.28703161133557,1,0
13465,1,21,85,"F",1,16,5.24193715376946,0,1
13466,0,19,82,"M",1,27,5.51449800040995,1,1
13467,1,18,73,"M",0,0,3.45697188314604,1,0
13468,0,20,71,"F",1,29,0.267725822251347,1,0
13469,0,21,74,"M",0,0,2.34709595972644,1,0
13470,1,20,70,"F",1,25,4.85488318055531,1,1
13471,1,20,75,"F",0,0,4.9716254665897,0,0
13472,1,19,80,"F",0,0,5.03678497663915,1,1
13473,1,20,90,"M",0,0,5.08028902656937,1,0
13474,1,20,65,"F",1,17,5.41703834747888,1,0
13475,0,20,80,"F",0,0,5.75432714159971,1,0
13476,0,20,76,"M",1,25,5.41907928585357,1,1
13477,1,22,78,"F",1,21,3.69308220367579,0,1
13478,0,19,79,"F",0,0,7.02499901461925,1,0
13479,0,18,79,"M",0,0,5.82097792214842,0,0
13480,1,21,79,"M",0,0,3.46080861802801,1,0
13481,0,19,65,"F",0,0,0.548747058611987,0,0
13482,1,20,80,"M",1,20,3.84773494675255,0,1
13483,0,19,75,"F",0,0,7.23951075198802,0,0
13484,1,21,69,"M",1,15,4.82376533969779,1,0
13485,0,18,81,"M",0,0,6.43096379236774,1,0
13486,1,20,79,"M",1,29,3.81170583481183,0,1
13487,1,18,71,"M",0,0,5.89020857549873,1,0
13488,0,22,69,"M",1,18,4.32979083525523,1,0
13489,1,18,74,"M",0,0,5.00282928480946,0,0
13490,0,22,78,"M",1,24,6.43630532431033,1,1
13491,0,21,80,"M",1,21,6.93690309416958,1,1
13492,0,22,78,"F",1,25,2.35177739446281,0,0
13493,1,21,74,"F",1,30,4.06092637506313,0,1
13494,0,19,76,"F",0,0,5.74676710588437,1,0
13495,1,22,77,"F",0,0,4.7442668008194,1,0
13496,1,19,85,"M",0,0,5.23186127467283,1,1
13497,0,20,72,"M",1,23,7.57096730764042,1,1
13498,1,21,67,"M",0,0,5.09636816132096,1,0
13499,1,18,72,"M",0,0,6.78361487620808,1,0
13500,0,21,85,"M",0,0,3.05654200266563,1,0
13501,1,19,82,"F",0,0,7.97047292288606,0,1
13502,1,18,73,"F",0,0,4.9834356484274,0,0
13503,0,22,86,"F",1,20,6.29057082487447,1,1
13504,0,18,76,"F",0,0,3.40998396067017,1,0
13505,0,20,69,"F",1,18,4.94251811803982,0,0
13506,1,22,74,"F",1,17,3.80244069017314,1,0
13507,0,20,71,"M",1,23,7.27988809174005,1,1
13508,1,20,78,"F",1,13,1.20286808908887,0,0
13509,1,22,83,"M",0,0,5.4344421093772,1,0
13510,0,22,78,"M",1,29,3.75543822016337,0,0
13511,1,20,78,"F",1,29,5.69351848637093,1,1
13512,1,18,76,"M",1,32,6.86483306414315,0,1
13513,0,20,61,"F",0,0,3.83474826477144,1,0
13514,1,22,77,"M",1,26,6.82246730984939,0,0
13515,0,19,75,"M",1,25,6.67845765115989,1,1
13516,1,21,79,"F",0,0,7.50509987004629,1,0
13517,0,21,65,"M",1,16,3.0808257927143,0,0
13518,0,21,74,"M",0,0,2.89930989682475,0,0
13519,0,18,82,"M",0,0,4.28860187973136,0,0
13520,0,21,77,"M",0,0,4.88405286685913,1,0
13521,1,21,71,"M",0,0,4.01268737753227,1,0
13522,0,19,83,"F",0,0,6.07288539396639,0,0
13523,1,21,77,"M",0,0,6.29850584795431,1,0
13524,0,18,77,"M",0,0,7.01545407526253,0,0
13525,1,20,77,"M",1,17,2.48545761545887,1,0
13526,1,18,75,"F",0,0,5.25809525738094,1,0
13527,1,20,70,"M",1,30,5.83787519685206,1,1
13528,0,20,67,"M",0,0,5.58779805594252,1,0
13529,1,21,70,"M",0,0,7.60321198435559,1,0
13530,1,20,81,"M",0,0,3.60817703864004,1,0
13531,0,21,80,"M",1,24,4.3724290167865,0,1
13532,1,18,72,"F",0,0,2.99907378520174,1,0
13533,0,18,84,"M",0,0,6.78220760321405,0,0
13534,0,19,80,"M",0,0,6.63250769396942,0,0
13535,0,19,78,"F",0,0,5.34952797949716,0,1
13536,0,21,69,"F",0,0,6.45722211514564,0,0
13537,1,19,72,"F",0,0,4.68058080034013,1,0
13538,1,18,79,"F",0,0,2.66607000358327,1,0
13539,1,22,72,"F",1,14,5.73093148332282,0,0
13540,1,19,79,"F",0,0,4.75247566305484,0,0
13541,1,19,73,"M",1,27,6.51645143400622,0,1
13542,0,20,72,"M",1,24,5.69372276030918,1,0
13543,0,19,72,"F",1,20,4.94792375067581,0,1
13544,1,22,80,"M",1,28,4.77162505237258,1,1
13545,0,21,69,"M",1,19,6.14636712009357,1,0
13546,0,19,79,"M",1,25,5.1769502021582,1,1
13547,0,21,86,"M",1,24,4.80365018866431,0,1
13548,1,22,84,"M",0,0,5.40144624348142,1,0
13549,0,20,80,"M",0,0,6.13436158481621,1,0
13550,1,19,76,"F",0,0,3.6889076136802,1,0
13551,1,19,90,"F",0,0,7.71032993388865,1,1
13552,1,21,66,"F",0,0,4.5295064953756,0,0
13553,1,21,78,"F",0,0,8.10704409181216,1,0
13554,1,18,84,"M",1,24,5.16846154130773,1,1
13555,1,18,78,"M",0,0,7.10779701544333,1,1
13556,1,22,83,"F",1,24,3.66923158563309,1,1
13557,1,21,80,"F",1,22,5.71438773057402,1,1
13558,0,18,74,"M",0,0,4.91600047974965,1,0
13559,1,22,70,"F",0,0,3.95937558499111,1,0
13560,0,22,80,"M",0,0,4.55876349165253,1,0
13561,1,22,81,"M",0,0,3.99797351562368,0,0
13562,0,19,82,"F",1,9,3.82867859516081,0,0
13563,0,20,70,"F",1,23,4.60304042725646,1,1
13564,0,20,71,"F",0,0,5.00575175688998,1,0
13565,0,18,81,"F",0,0,4.76756015517884,0,0
13566,1,19,78,"F",0,0,2.64540943038396,1,0
13567,1,21,84,"M",0,0,2.8487812070316,0,0
13568,0,21,78,"M",0,0,3.82970170253574,1,0
13569,1,19,72,"M",0,0,5.31018042357101,1,0
13570,0,18,71,"M",0,0,2.28319205493093,1,0
13571,1,18,80,"M",0,0,5.44566545019288,1,1
13572,1,21,81,"F",1,14,6.93667996870238,0,0
13573,1,22,73,"F",1,19,3.02141291052055,0,0
13574,1,19,75,"F",0,0,6.73064998179378,1,1
13575,1,18,70,"M",1,31,4.72718416402945,0,1
13576,0,22,72,"F",1,24,4.98075831963336,1,0
13577,1,22,84,"F",1,25,6.82340168571579,0,1
13578,1,18,75,"M",0,0,3.84638073857548,1,0
13579,1,22,79,"F",1,24,3.01989696532641,1,0
13580,0,20,75,"F",0,0,3.68093409613907,0,0
13581,0,19,82,"M",0,0,3.69032874827582,0,0
13582,0,21,80,"F",1,12,6.54331893569203,0,0
13583,1,21,82,"F",1,22,5.15999093768621,1,1
13584,0,21,72,"M",1,21,3.66953407624497,0,0
13585,1,18,73,"M",0,0,4.79584521160684,0,0
13586,1,18,75,"F",1,28,2.30303004898683,1,1
13587,0,22,78,"M",0,0,2.07172847653633,0,0
13588,1,18,79,"M",0,0,5.82621151435537,1,0
13589,1,20,74,"M",1,22,5.13620974394133,1,1
13590,0,21,74,"M",1,14,6.20853852159883,0,0
13591,0,19,77,"F",1,5,3.36110560920532,0,0
13592,1,18,73,"M",0,0,6.16888098321632,1,0
13593,1,21,87,"M",0,0,4.26653633291325,1,0
13594,0,20,82,"M",1,28,7.74651440576167,1,1
13595,1,21,76,"F",1,24,5.41639669243091,0,0
13596,0,20,79,"F",0,0,5.35250578234179,1,0
13597,0,20,79,"M",1,16,5.74626969489406,1,1
13598,1,22,68,"F",1,20,5.86790102808264,1,0
13599,1,18,78,"F",0,0,5.1576913296037,0,0
13600,1,21,79,"F",1,14,6.28990746894571,1,1
13601,0,18,67,"M",0,0,4.59193585572012,1,0
13602,1,19,73,"M",1,30,7.22409493876069,1,1
13603,1,21,75,"F",1,32,4.93640978079181,1,1
13604,1,21,66,"F",0,0,5.66100869956142,1,0
13605,0,20,78,"F",0,0,7.59072806804111,0,0
13606,0,22,69,"M",0,0,3.79646317718669,0,0
13607,1,18,83,"F",0,0,4.37652426457656,0,0
